citation_name,date_signed,state,effective_date,expiration_date,prohibited_issuing_groups,vaccination_prohibition_groups,vaccination_requirement_details,vaccination_person_exact_term,vaccination_person_definition,vaccination_issuer_exact_term,vaccination_issuer_definition,vaccination_prohibition_exemptions
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,School workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,School workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – governor,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – governor,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
Ark. Act 1030 (2021),04/29/2021 12:00:00 AM,Arkansas,04/29/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of the state, state official, local official]",not defined further,[]
AR LEGIS 977 (2021),04/28/2021 12:00:00 AM,Arkansas,04/28/2021 12:00:00 AM,08/23/2023 12:00:00 AM,Government – health department,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state, state agency or entity, political subdivision of a state, state official, local official]",not defined further,"[Mandates may be issued for healthcare workers, Other (specify in notes)]"
