citation_name,date_signed,state,effective_date,expiration_date,vaccination_mandate_group,vaccination_requirement_details,vaccination_testing_frequency,vaccination_person_exact_term,vaccination_person_definition,vaccination_religious_exemption,vaccination_medical_exemption,vaccination_enforcement,negative_test_option,negative_test_timeframe,requires_booster
"D.C. Declaration Mayor's Order No. 2021-109 (Sept. 20, 2021)",09/20/2021 12:00:00 AM,District of Columbia,11/01/2021 12:00:00 AM,,School workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,"[employees, contractors, interns, volunteers]","all adult employees, contractors, interns, and volunteers working in person in a public, public charger, independent, private, or parochial school in the District of Columbia...

includes: teachers, student teachers, teaching aides, substitute teachers, and teaching fellows; before- and after-school teachers, program leaders, and assistants; guidance counselors; principals and other school leaders, program coordinators and administrators; coaches, trainers, athletic directors, referees, meet or game officials, and school-based media specialists filming games and training sessions; librarians and school library-based personnel; technology support personnel who work in schools; social workers; school bus drivers; school security personnel; aides for children with special needs in schools; cafeteria, janitorial, and building maintenance staff; and volunteers who are regularly at schools; but do not include adult students in schools; school bus drivers and aides on those school buses or vans who (other than personnel of the Washington Metropolitan Area Transit Authority) take students to or from school or who regularly take students to or from extra-curricular activities such as sports competitions...","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Exclusion from workplace, Adverse employment action]",,,
"Guam Exec. Order 2022-06 (Mar. 11, 2022)",03/11/2022 12:00:00 AM,Guam,03/11/2022 12:00:00 AM,,Government workers,Mandate removed,,[government of Guam employees],Executive branch workers - Full time and part time employees or volunteers of executive branch line agencies regardless of whether paid or unpaid,No,No,[Adverse employment action],,,false
"Guam Exec. Order No. 2021-17 (Aug. 6, 2021)",08/06/2021 12:00:00 AM,Guam,09/24/2021 12:00:00 AM,,Government workers,Requires either vaccination or recurring testing,1,[Executive branch workers],Executive branch workers - Full time and part time employees or volunteers of executive branch line agencies regardless of whether paid or unpaid,No,No,[Adverse employment action],,,
"Guam Exec. Order No. 2022-04 (Feb. 25, 2022)",02/25/2022 12:00:00 AM,Guam,08/23/2021 12:00:00 AM,2022-02-26T00:00:00,Patrons of businesses,,,[],"patrons of covered establishments, including restaurants, bars, clubs, gyms, fitness centers, dance studios, movie theaters, food courts at shopping establishments, bowling alleys, sporting events, boat cruises and other establishments.",,,"[Denial of service, Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",No,,false
"Guam Exec. Order No. 2021-20 (Aug. 23, 2021)",08/23/2021 12:00:00 AM,Guam,08/24/2021 12:00:00 AM,2022-02-26T00:00:00,Patrons of businesses,,,[],"per EO 2022-04 (Feb. 25, 2022) patrons of covered establishments, including restaurants, bars, clubs, gyms, fitness centers, dance studios, movie theaters, food courts at shopping establishments, bowling alleys, sporting events, boat cruises and other establishments.",,,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Denial of service, Business can be fined/charged for noncompliance]",No,,false
"Guam Exec. Order No. 2021-19 (Aug. 20, 2021)",08/20/2021 12:00:00 AM,Guam,08/23/2021 12:00:00 AM,2022-02-26T00:00:00,Patrons of businesses,,,[],"patrons of covered establishments, including restaurants, bars, clubs, gyms, fitness centers, dance studios, movie theaters, food courts at shopping establishments, bowling alleys, sporting events, boat cruises and other establishments.",,,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Business can be fined/charged for noncompliance, Denial of service]",No,,false
"Guam Exec. Order No. 2022-04 (Feb. 25, 2022)",02/25/2022 12:00:00 AM,Guam,02/26/2022 12:00:00 AM,,Private business employees,Mandate removed,,[staff],"staff of covered establishments, including restaurants, bars, clubs, gyms, fitness centers, dance studios, movie theaters, food courts at shopping establishments, bowling alleys, sporting events, boat cruises and other establishments.",No,No,[],,,false
"Guam Exec. Order No. 2021-20 (Aug. 23, 2021)",08/23/2021 12:00:00 AM,Guam,09/24/2021 12:00:00 AM,2022-02-26T00:00:00,Private business employees,Requires either vaccination or recurring testing,1,[staff],"per EO 2022-04 (Feb. 25, 2022) staff of covered establishments, including restaurants, bars, clubs, gyms, fitness centers, dance studios, movie theaters, food courts at shopping establishments, bowling alleys, sporting events, boat cruises and other establishments.",No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,false
"Guam Exec. Order No. 2021-19 (Aug. 20, 2021)",08/20/2021 12:00:00 AM,Guam,09/27/2021 12:00:00 AM,2022-02-26T00:00:00,Private business employees,Requires vaccination with no provisions for exemptions,,"[staff,  including restaurants,  bars,  clubs,  gyms,  fitness centers,  dance studios,  movie theaters,  food courts at shopping establishments,  bowling alleys,  sporting events,  boat cruises and other establishments]",staff,No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Exclusion from workplace]",,,false
"Haw. Emerg. Proc. (Jan. 26, 2022)",01/26/2022 12:00:00 AM,Hawaii,01/26/2022 12:00:00 AM,2022-03-25T00:00:00,Government workers,Requires either vaccination or recurring testing,1,"[State executive employees, County employees]","For purposes of this Proclamation, “State executive and county
employees” means all permanent and temporary employees and volunteers of the executive branch of the State and its departments, offices, and agencies, including the Department of Education and the University of Hawai‘i, and all permanent and temporary employees of each of the counties, but excluding unpaid members of boards and commissions unless they qualify as a visitor and must thus comply with Exhibit D",No,No,[Must show proof of vaccination - Other],,,false
"Haw. Emerg. Proc. (Nov. 29, 2021)",11/29/2021 12:00:00 AM,Hawaii,11/29/2021 12:00:00 AM,2022-01-28T00:00:00,Government workers,Requires either vaccination or recurring testing,1,"[State employees, County employees]","all permanent and temporary employees and volunteers of the executive branch of the State and its departments, offices, and agencies, including the Department of Education and the University of Hawai‘i, and all permanent and temporary employees of each of the counties, but excluding unpaid members of boards and commissions unless they qualify as a visitor",No,No,[Must show proof of vaccination - Other],,,false
"Haw. Emerg. Proc. (Oct. 1, 2021)",10/01/2021 12:00:00 AM,Hawaii,10/01/2021 12:00:00 AM,2021-11-30T00:00:00,Government workers,Requires either vaccination or recurring testing,1,[contractors],"""Contractor"" includes any entity, volunteer, or vendor providing goods, equipment, construction, consulting, or any other materials or services to the State whether paid or unpaid; and any concessionaire, permittee, or commercial operator in any State facility.",No,No,"[Exclusion from workplace, Adverse employment action, Must show proof of vaccination - Other]",,,false
"Haw. Exec. Order No. 21-07 (Sept. 8, 2021)",09/08/2021 12:00:00 AM,Hawaii,09/13/2021 12:00:00 AM,,Government workers,Requires either vaccination or recurring testing,1,[Contractors],"“Contractor” or “Contractor’s Employee” means any:
A. Contractor, volunteer, or vendor providing goods,
equipment, construction, consulting, or any other
materials or services to the State whether paid or
unpaid;
B. Concessionaire, permittee, or commercial operator in
any State facility; or
C. Anyone employed by the contractor or providing
service for or on behalf of the contractor who enters,
works, or provides services in any State facility under
any type of subcontract or other agreement",No,No,"[Must show proof of vaccination - Other, Exclusion from workplace]",,,
"Haw. Emerg. Proc. No. 22 for COVID-19 (Aug. 5, 2021)",08/05/2021 12:00:00 AM,Hawaii,08/16/2021 12:00:00 AM,2021-10-04T00:00:00,Government workers,Requires either vaccination or recurring testing,1,"[State Employees, County Employees]","State and county employees” means all permanent and temporary employees of the executive branch of the State and its departments, offices, and agencies, including the Department of Education and the University of Hawai‘i, and all permanent and temporary employees of
each of the counties, but excluding unpaid members of boards and commissions.",No,No,"[Must show proof of vaccination - Other, Adverse employment action, Termination of employment]",,,
"Haw. Maui County Emerg. Rules (Oct. 12, 2021)",10/12/2021 12:00:00 AM,Hawaii,10/16/2021 12:00:00 AM,,Patrons of businesses,,,[],"all customers or participants, as applicable, 12 years of age and older; Without limitation, “businesses” include for profit,
non-profit, or other entities, regardless of the nature of the service they perform, or their corporate or entity structure",,,"[Denial of service, Must show proof of vaccination - Vaccine card, Must show proof of vaccination - IIS, Must show proof of vaccination - Other]",Yes,2.0,
"Haw. Emerg. Proc. (Jan. 26, 2022)",01/26/2022 12:00:00 AM,Hawaii,01/26/2022 12:00:00 AM,2022-03-25T00:00:00,Visitors to government buildings,,,[],"“Visitor” means any person entering a State Facility who is
not a State employee, Contractor, or employee of a Contractor,
but shall not include: visitors on beaches, beach parks, and
other outdoor State government properties; persons under the age
of 5; students while attending DOE public or charter
schools; inmates at State correctional facilities; patients in
State hospitals; residents while present in State housing
projects; individuals entering any state airport for the purpose
of traveling out of or into an airport located within the State;
or individuals making deliveries to, or doing drop offs or are
present at a State facility and who leave within ten (10)
minutes of entry",,,"[Must show proof of vaccination - Other, Denial of service, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - IIS]",Yes,3.0,false
